S. No.,Message_body,Label,sender,receivers,month,to_L,to_T
745,u r a winner U ave been specially selected 2 receive �1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),Spam,L6445,L0235,1,1,0
746,Im good! I have been thinking about you...,Non-Spam,L6481,L0240,1,1,0
747,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,Spam,L6495,L0242,1,1,0
748,Got smaller capacity one? Quite ex...,Non-Spam,L6509,L0265,1,1,0
749,How's ur paper?,Non-Spam,L6537,L0266,1,1,0
750,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,Non-Spam,L6651,L0310,1,1,0
751,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,Non-Spam,L6678,L0405,1,1,0
752,� no home work to do meh... ,Non-Spam,L6693,L0444,1,1,0
753,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,Non-Spam,L6845,L0484,1,1,0
754,i can call in  &lt;#&gt;  min if thats ok,Non-Spam,L6937,L0514,1,1,0
755,"fyi I'm at usf now, swing by the room whenever",Non-Spam,L7005,L0519,1,1,0
756,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,Non-Spam,L7017,L0526,1,1,0
757,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",Non-Spam,L7069,L0548,1,1,0
758,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",Non-Spam,L7104,L0554,1,1,0
759,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,Non-Spam,L7234,L0565,1,1,0
760,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,Spam,L7244,L0590,1,1,0
761,Call me when u finish then i come n pick u.,Non-Spam,L7267,L0641,1,1,0
762,Sorry for the delay. Yes masters,Non-Spam,L7280,L0689,1,1,0
763,"Er, hello, things didn�t quite go to plan � is limping slowly home followed by aa and with exhaust hanging off",Non-Spam,L7294,L0714,1,1,0
764,How do you plan to manage that,Non-Spam,L7299,L0730,1,1,0
765,Reverse is cheating. That is not mathematics.,Non-Spam,L7302,L0797,1,1,0
766,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",Non-Spam,L7320,L0801,1,1,0
767,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",Non-Spam,L7357,L0845,1,1,0
768,I dont know why she.s not getting your messages,Non-Spam,L7371,L0854,1,1,0
769,Just come home. I don't want u to be miserable,Non-Spam,L7420,L0879,1,1,0
770,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,Spam,L7426,L0883,1,1,0
771,URGENT This is our 2nd attempt to contact U. Your �900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,Spam,L7520,L0892,1,1,0
772,Saw Guys and Dolls last night with Patrick Swayze it was great,Non-Spam,L7535,L0935,1,1,0
773,Sorry that was my uncle. I.ll keep in touch,Non-Spam,L7572,L0982,1,1,0
774,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,Non-Spam,L7595,L1005,1,1,0
775,Gd luck 4 ur exams :-),Non-Spam,L7658,L1010,1,1,0
776,Send me your resume:-),Non-Spam,L7790,L1046,1,1,0
777,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,Non-Spam,L7962,L1178,1,1,0
778,We're on the opposite side from where we dropped you off,Non-Spam,L7972,L1273,1,1,0
779,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",Non-Spam,L7974,L1285,1,1,0
780,� thk of wat to eat tonight.,Non-Spam,L8007,L1309,1,1,0
781,Holy living christ what is taking you so long,Non-Spam,L8135,L1316,1,1,0
782,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or �10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",Spam,L8153,L1334,1,1,0
783,Indeed and by the way it was either or - not both !,Non-Spam,L8196,L1355,1,1,0
784,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",Non-Spam,L8263,L1418,1,1,0
785,"Call me, i am senthil from hsbc.",Non-Spam,L8379,L1431,1,1,0
786,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,Non-Spam,L8493,L1481,1,1,0
787,Sen told that he is going to join his uncle finance in cbe,Non-Spam,L8593,L1489,1,1,0
788,O we cant see if we can join denis and mina? Or does denis want alone time,Non-Spam,L8663,L1531,1,1,0
789,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,Non-Spam,L8794,L1568,1,1,0
790,Sorry completely forgot * will pop em round this week if your still here?,Non-Spam,L8859,L1627,1,1,0
791,Quite lor. But dun tell him wait he get complacent...,Non-Spam,L8873,L1632,1,1,0
792,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",Non-Spam,L8902,L1640,1,1,0
793,U repeat e instructions again. Wat's e road name of ur house?,Non-Spam,L8947,L1652,1,1,0
794,Ok then u tell me wat time u coming later lor.,Non-Spam,L8960,L1670,1,1,0
795,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",Non-Spam,L8964,L1730,1,1,0
796,Hi..i got the money da:),Non-Spam,L8977,L1746,1,1,0
797,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,Non-Spam,L9012,L1781,1,1,0
798,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,Non-Spam,L9025,L1837,1,1,0
799,I'm not sure if its still available though,Non-Spam,L9040,L1892,1,1,0
800,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,Spam,L9048,L1906,1,1,0
801,Whens your radio show?,Non-Spam,L9069,L1917,1,1,0
802,if you text on your way to cup stop that should work. And that should be BUS,Non-Spam,L9081,L1989,1,1,0
803,Hi.:)technical support.providing assistance to us customer through call and email:),Non-Spam,L9086,L2125,1,1,0
804,Prepare to be pleasured :),Non-Spam,L9135,L2139,1,1,0
805,Me too! Have a lovely night xxx,Non-Spam,L9143,L2187,1,1,0
806,It's � only $140 ard...� rest all ard $180 at least...Which is � price 4 � 2 bedrm ($900),Non-Spam,L9146,L2203,1,1,0
807,I'm home. Doc gave me pain meds says everything is fine.,Non-Spam,L9163,L2204,1,1,0
808,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 �100 cash. Name the NEW US President? txt ans to 80082,Spam,L9196,L2213,1,1,0
809,URGENT! Your Mobile number has been awarded with a �2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,Spam,L9214,L2241,1,1,0
810,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",Non-Spam,L9221,L2277,1,1,0
811,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,Non-Spam,L9407,L2293,1,1,0
812,U wan 2 haf lunch i'm in da canteen now.,Non-Spam,L9426,L2355,1,1,0
813,Ok lor... Or u wan me go look 4 u?,Non-Spam,L9435,L2397,1,1,0
814,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,Spam,L9481,L2402,1,1,0
815,Well boy am I glad G wasted all night at applebees for nothing,Non-Spam,L9593,L2446,1,1,0
816,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,Spam,L9665,L2451,1,1,0
817,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",Non-Spam,L9666,L2547,1,1,0
818,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,Non-Spam,L9676,L2591,1,1,0
819,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,Non-Spam,L9719,L2604,1,1,0
820,"When you just put in the + sign, choose my number and the pin will show. Right?",Non-Spam,L9728,L2605,1,1,0
821,Orh i tot u say she now still dun believe.,Non-Spam,L9762,L2679,1,1,0
822,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,Spam,L9763,L2761,1,1,0
823,Thinking of u ;) x,Non-Spam,L9807,L2762,1,1,0
824,I am in hospital da. . I will return home in evening,Non-Spam,L9824,L2775,1,1,0
825,Ya very nice. . .be ready on thursday,Non-Spam,L9895,L2787,1,1,0
826,Many more happy returns of the day. I wish you happy birthday.,Non-Spam,L9981,L2799,1,1,0
827,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",Non-Spam,B1729,L2806,1,0,0
828,We have pizza if u want,Non-Spam,B6953,B0004,1,0,0
829,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,Non-Spam,B7179,B0071,1,0,0
830,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",Non-Spam,B8023,B0078,1,0,0
831,"Not for possession, especially not first offense",Non-Spam,B9938,B0082,1,0,0
832,Oh k:)after that placement there ah?,Non-Spam,B0041,B0115,1,0,0
833,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,Spam,B0207,B0153,1,0,0
834,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,Non-Spam,B0761,B0182,1,0,0
835,Wat time r � going to xin's hostel?,Non-Spam,B0975,B0193,1,0,0
836,K:)eng rocking in ashes:),Non-Spam,B2670,B0216,1,0,0
837,I dont know ask to my brother. Nothing problem some thing that. Just i told .,Non-Spam,B3061,B0226,1,0,0
838,I've reached already.,Non-Spam,B3309,B0365,1,0,0
839,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,Non-Spam,B3591,B0446,1,0,0
840,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",Spam,B3662,B0518,1,0,0
841,Jason says it's cool if we pick some up from his place in like an hour,Non-Spam,B5040,B0578,1,0,0
842,"There'll be a minor shindig at my place later tonight, you interested?",Non-Spam,B5506,B0585,1,0,0
843,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",Spam,B7199,B0587,1,0,0
844,HELLO PEACH! MY CAKE TASTS LUSH!,Non-Spam,B7232,B0693,1,0,0
845,"I'm home, my love ... If your still awake ... *loving kiss*",Non-Spam,B7739,B0703,1,0,0
846,"Yup. Anything lor, if u dun wan it's ok...",Non-Spam,B7970,B0733,1,0,0
847,Forgot to tell � smth.. Can � like number the sections so that it's clearer..,Non-Spam,B7998,B0786,1,0,0
848,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",Non-Spam,B8321,B0847,1,0,0
849,My uncles in Atlanta. Wish you guys a great semester.,Non-Spam,B9242,B0875,1,0,0
850,"K will do, addie &amp; I are doing some art so I'll be here when you get home",Non-Spam,B0412,B0881,1,0,0
851,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",Non-Spam,B0544,B0886,1,0,0
852,S:)8 min to go for lunch:),Non-Spam,B1561,B0899,1,0,0
853,Oops i thk i dun haf enuff... I go check then tell �..,Non-Spam,B1658,B0929,1,0,0
854,Big brother�s really scraped the barrel with this shower of social misfits,Non-Spam,B2066,B1028,1,0,0
855,Thats cool princess! I will cover your face in hot sticky cum :),Non-Spam,B2999,B1035,1,0,0
856,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,Non-Spam,B3521,B1115,1,0,0
857,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),Non-Spam,B3568,B1141,1,0,0
858,"Haha awesome, I might need to take you up on that, what you doin tonight?",Non-Spam,B3887,B1144,1,0,0
859,"Did you say bold, then torch later. Or one torch and 2bold?",Non-Spam,B4387,B1147,1,0,0
860,Wif my family booking tour package.,Non-Spam,B4560,B1199,1,0,0
861,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,Non-Spam,B5167,B1221,1,0,0
862,Hey anyway i have to :-),Non-Spam,B5565,B1231,1,0,0
863,Yar but they say got some error.,Non-Spam,B5852,B1258,1,0,0
864,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,Non-Spam,B6435,B1306,1,0,0
865,Anytime...,Non-Spam,B7542,B1338,1,0,0
866,I liked the new mobile,Non-Spam,B8091,B1371,1,0,0
867,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",Spam,B8195,B1389,1,0,0
868,Yes fine ,Non-Spam,B9109,B1399,1,0,0
869,Don no da:)whats you plan?,Non-Spam,B9131,B1404,1,0,0
870,"Okey dokey, i�ll be over in a bit just sorting some stuff out.",Non-Spam,B8943,B1455,1,0,0
871,A guy who gets used but is too dumb to realize it.,Non-Spam,B8954,B1457,1,0,0
872,"URGENT! Your Mobile No 07808726822 was awarded a �2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",Spam,B9024,B1514,1,0,0
873,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,Non-Spam,B9111,B1575,1,0,0
874,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,Non-Spam,B9122,B1584,1,0,0
875,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",Non-Spam,B9137,B1588,1,0,0
876,Surly ill give it to you:-) while coming to review.,Non-Spam,B9157,B1653,1,0,0
877,Ok no prob,Non-Spam,B9184,B1654,1,0,0
878,"Didn't try, g and I decided not to head out",Non-Spam,B9252,B1717,1,0,0
879,Hmmm.but you should give it on one day..,Non-Spam,B9258,B1751,1,0,0
880,Eatin my lunch...,Non-Spam,B9318,B1776,1,0,0
881,But pls dont play in others life.,Non-Spam,B9328,B1785,1,0,0
882,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",Non-Spam,B9344,B1806,1,0,0
883,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",Non-Spam,B9490,B1817,1,0,0
884,Ok u can take me shopping when u get paid =D,Non-Spam,B9502,B1845,1,0,0
885,"Haha yeah, 2 oz is kind of a shitload",Non-Spam,B9584,B1874,1,0,0
886,Are you staying in town ?,Non-Spam,B9586,B1875,1,0,0
887,"That's cool he'll be here all night, lemme know when you're around",Non-Spam,B9607,B1878,1,0,0
888,Sry da..jst nw only i came to home..,Non-Spam,B9624,B1921,1,0,0
889,It is a good thing I'm now getting the connection to bw,Non-Spam,B9692,B1971,1,0,0
890,Wewa is 130. Iriver 255. All 128 mb.,Non-Spam,B9705,B2006,1,0,0
891,� ready then call me...,Non-Spam,B9710,B2009,1,0,0
892,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",Spam,B9726,B2102,1,0,0
893,I'm leaving my house now.,Non-Spam,B9801,B2193,1,0,0
894,I forgot 2 ask � all smth.. There's a card on da present lei... How? � all want 2 write smth or sign on it?,Non-Spam,L0039,B2209,1,1,0
895,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",Spam,L0080,B2235,1,1,0
896,"Probably not, I'm almost out of gas and I get some cash tomorrow",Non-Spam,L0105,B2280,1,1,0
897,"I didnt get ur full msg..sometext is missing, send it again",Non-Spam,L0125,B2299,1,1,0
898,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",Non-Spam,L0132,B2320,1,1,0
899,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,Non-Spam,L0146,B2332,1,1,0
900,I send the print  outs da.,Non-Spam,L0205,B2353,1,1,0
901,Not..tel software name..,Non-Spam,L0235,B2373,1,1,0
902,Ok set let u noe e details later...,Non-Spam,L0240,B2379,1,1,0
903,Mum not going robinson already.,Non-Spam,L0242,B2385,1,1,0
904,No. Yes please. Been swimming?,Non-Spam,L0265,B2474,1,1,0
905,Ladies first and genus second k .,Non-Spam,L0266,B2499,1,1,0
906,Ok no prob...,Non-Spam,L0310,B2532,1,1,0
907,You call him and tell now infront of them. Call him now.,Non-Spam,L0405,B2570,1,1,0
908,I cant pick the phone right now. Pls send a message,Non-Spam,L0444,B2624,1,1,0
909,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,Non-Spam,L0484,B2661,1,1,0
910,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,Spam,L0514,B2667,1,1,0
911,"K, I'll work something out",Non-Spam,L0519,B2708,1,1,0
912,Our Prasanth ettans mother passed away last night. Just pray for her and family.,Non-Spam,L0526,B2742,1,1,0
913,Hope you are having a great day.,Non-Spam,L0548,B2754,1,1,0
914,Lol yes. But it will add some spice to your day.,Non-Spam,L0554,B2765,1,1,0
915,Where r e meeting tmr?,Non-Spam,L0565,B2771,1,1,0
916,A �400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a �400 reward. Just call 09066380611 ,Spam,L0590,B2786,1,1,0
917,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,Non-Spam,L0641,B2805,1,1,0
918,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",Non-Spam,L0689,B2819,1,1,0
919,We are okay. Going to sleep now. Later,Non-Spam,L0714,B2825,1,1,0
920,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,Non-Spam,L0730,B2834,1,1,0
921,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,Spam,L0797,B2859,1,1,0
922,Are you planning to come chennai?,Non-Spam,L0801,B2966,1,1,0
923,Did u got that persons story,Non-Spam,L0845,B3005,1,1,0
924,Sorry i din lock my keypad.,Non-Spam,L0854,B3063,1,1,0
925,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,Spam,L0879,B3098,1,1,0
926,Havent.,Non-Spam,L0883,B3151,1,1,0
927,Do you hide anythiing or keeping distance from me,Non-Spam,L0892,B3164,1,1,0
928,Of course. I guess god's just got me on hold right now.,Non-Spam,L0935,B3256,1,1,0
929,Captain vijaykanth is doing comedy in captain tv..he is drunken :),Non-Spam,L0982,B3325,1,1,0
930,Oh ho. Is this the first time u use these type of words,Non-Spam,L1005,B3333,1,1,0
931,K k pa Had your lunch aha.,Non-Spam,L1010,B3447,1,1,0
932,How come i din c �... Yup i cut my hair...,Non-Spam,L1046,B3481,1,1,0
933,These won't do. Have to move on to morphine,Non-Spam,L1178,B3532,1,1,0
934,Oh wow thats gay. Will firmware update help,Non-Spam,L1273,B3590,1,1,0
935,"I'm in a meeting, call me later at",Non-Spam,L1285,B3599,1,1,0
936,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",Non-Spam,L1309,B3646,1,1,0
937,Everybody had fun this evening. Miss you.,Non-Spam,L1316,B3753,1,1,0
938,Only saturday and sunday holiday so its very difficult:),Non-Spam,L1334,B3763,1,1,0
939,Todays Voda numbers ending with 7634 are selected to receive a �350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,Spam,L1355,B3830,1,1,0
940,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed �1000 cash or �5000 prize!,Spam,L1418,B3953,1,1,0
941,Lol ... I knew that .... I saw him in the dollar store,Non-Spam,L1431,B3961,1,1,0
942,I'm on the bus. Love you,Non-Spam,L1481,B4025,1,1,0
943,Jus finish blowing my hair. U finish dinner already?,Non-Spam,L1489,B4027,1,1,0
944,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",Non-Spam,L1531,B4057,1,1,0
945,They finally came to fix the ceiling.,Non-Spam,L1568,B4089,1,1,0
946,"Received, understood n acted upon!",Non-Spam,L1627,B4097,1,1,0
947,THIS IS A LONG FUCKIN SHOWR,Non-Spam,L1632,B4104,1,1,0
948,"Sorry, I'll call later In meeting.",Non-Spam,L1640,B4106,1,1,0
949,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,Non-Spam,L1652,B4132,1,1,0
950,Good. do you think you could send me some pix? I would love to see your top and bottom...,Non-Spam,L1670,B4144,1,1,0
951,� called dad oredi...,Non-Spam,L1730,B4179,1,1,0
952,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,Spam,L1746,B4213,1,1,0
953,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,Non-Spam,L1781,B4228,1,1,0
954,How much you got for cleaning,Non-Spam,L1837,B4265,1,1,0
955,Sorry da. I gone mad so many pending works what to do.,Non-Spam,L1892,B4270,1,1,0
956,Wat time � finish?,Non-Spam,L1906,B4406,1,1,0
957,Just glad to be talking to you.,Non-Spam,L1917,B4427,1,1,0
958,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",Spam,L1989,B4439,1,1,0
959,"Loan for any purpose �500 - �75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",Spam,L2125,B4440,1,1,0
960,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,Spam,L2139,B4445,1,1,0
961,URGENT! Your Mobile number has been awarded with a �2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,Spam,L2187,B4462,1,1,0
962,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,Spam,L2203,B4469,1,1,0
963,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,Spam,L2204,L6282,1,1,0
964,FREE entry into our �250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,Spam,L2213,L6320,1,1,0
965,100 dating service cal;l 09064012103 box334sk38ch,Spam,L2241,L6388,1,1,0
966,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x�150pw to e�nd txt stop",Spam,L2277,L6412,1,1,0
967,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,Spam,L2293,L6422,1,1,0
968,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",Spam,L2355,L6445,1,1,0
969,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",Spam,L2397,L6481,1,1,0
970,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,Spam,L2402,L6495,1,1,0
971,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",Spam,L2446,L6509,1,1,0
972,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,Spam,L2451,L6537,1,1,0
973,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,Spam,L2547,L6651,1,1,0
974,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,Spam,L2591,L6678,1,1,0
975,Valentines Day Special! Win over �1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,Spam,L2604,L6693,1,1,0
976,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,Spam,L2605,L6845,1,1,0
977,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,Spam,L2679,L6937,1,1,0
978,"Think ur smart ? Win �200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",Spam,L2761,L7005,1,1,0
979,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",Spam,L2762,L7017,1,1,0
980,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",Spam,L2775,L7069,1,1,0
981,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,Spam,L2787,L7104,1,1,0
982,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,Spam,L2799,L7234,1,1,0
983,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,Spam,L2806,L7244,1,1,0
984,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,Spam,L2869,L7267,1,1,0
985,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,Spam,L2901,L7280,1,1,0
986,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,Spam,L2916,L7294,1,1,0
987,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,Spam,L3004,L7299,1,1,0
988,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,Spam,L3117,L7302,1,1,0
